genus_species,population_id,acclim_temp,latitude,longitude,genus,species,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,33.7,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,1h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.7,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,3h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.4,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,6h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.4,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,12h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,24h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,48h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,72h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,96h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,120h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,32.3,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,140h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,20,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,51,2.2,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,3-12h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30-51d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,20,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,51,2.2,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,1d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30-51d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,20,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,51,2.4,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,2d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30-51d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,20,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,51,2.6,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,3d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30-51d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,20,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,51,3.6,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,4d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30-51d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,0.7,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,3-12h,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,0.8,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,1d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Fundulus parvipinnis,Fundulus parvipinnis_32.779217,14,32.779217,-117.2342,Fundulus,parvipinnis,"Mission Bay, San Diego, USA",Aquatic,57,1.2,tmin,NA,NA,NA,lethal,50percent_survival,NA,NA,2d,held,summer,NA,Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,58-70d,days
Salmo salar,Salmo salar_55.378052,5,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,29.9,tmax,0.22,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,5,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,28,tmax,0.32,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,5,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,26.8,tmax,0.25,SE,NA,lethal,death,0.0167,NA,1000min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,5,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,24.8,tmax,0.36,SE,NA,lethal,death,0.0167,NA,7d,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,10,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,31,tmax,0.26,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,10,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,29.1,tmax,0.26,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,10,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,27.8,tmax,0.31,SE,NA,lethal,death,0.0167,NA,1000min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,10,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,26,tmax,0.26,SE,NA,lethal,death,0.0167,NA,7d,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,15,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,32,tmax,0.37,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,15,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,30.1,tmax,0.29,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,15,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,28.8,tmax,0.31,SE,NA,lethal,death,0.0167,NA,1000min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,15,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,27.5,tmax,0.22,SE,NA,lethal,death,0.0167,NA,7d,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,20,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,33,tmax,0.26,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,20,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,31.1,tmax,0.36,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,20,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,29.5,tmax,0.39,SE,NA,lethal,death,0.0167,NA,1000min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,20,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,27.6,tmax,0.27,SE,NA,lethal,death,0.0167,NA,7d,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,25,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,32.9,tmax,0.26,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,25,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,30.9,tmax,0.36,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,25,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,29.5,tmax,0.39,SE,NA,lethal,death,0.0167,NA,1000min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,25,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,27.6,tmax,0.27,SE,NA,lethal,death,0.0167,NA,7d,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,27,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,32.9,tmax,0.36,SE,NA,lethal,death,0.0167,NA,10min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
Salmo salar,Salmo salar_55.378052,27,55.378052,-3.435973,Salmo,salar,"River Levene in South Cambria and River Lune in Northern Lancashire, UK",Aquatic,14,31.1,tmax,0.36,SE,NA,lethal,death,0.0167,NA,100min,held,NA,NA,Elliot_1991,young,Chordata,Actinopteri,Salmoniformes,Salmonidae,river,freshwater,NA,SO,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,2w,weeks
